Hoog	hoog	hoog	hoog	eksit	hoog	deur								
industriele	industriele	leeg	leeg	residensiele	residensiele									
tariefverhogings	dienste	gebruik	tenvolle											
sonder	sodat	om	mist	leeg	om	leeg	leeg	sal	om					
oormatige	leeg	om	om	om	om									
kruissubsidiering	gebruik	gebruik	stappe											
tariewe	tariewe	tevoorkom	mist	leeg	leeg	leeg	tariewe	gebiede	te					
word	word	te	aanpassings	te	te									
weerspieel	beperk	beperk	afsonderlik											
die	leeg	leeg	die	hierdie	die									
tariefvergelykings	maatstamme	land	mist	leeg										
														
Besteding	nadat	leeg	besteding	opgradering										
aan	se	aan	in	van	op	aan	op	van	van					
paaie	projekte	paaie	paaie	paaie										
is	is	is												
n	absolute	van	n	n	die	die	die	die	n					
prioriteit	projek	leeg	besprekingspunt	prioriteit										
in	vir	vir	in	vir	in	vir	maar	in	van					
vanjaar	sa	sa	munisipaliteit	stellenbosch										
se	se	se												
begroting	begroting	begroting	boekjaar	vyfjaarplan	begroting	begroting	paaie	beplannign	begroting					
en	nogtans	leeg	so	omdat										
daar	daar	leeg	dit	getal	daarom	daarom	beplanning	daar	daar					
is	is	is	is	is										
n	n	n												
groot	groot	groot	sekere	groot	baiegroot	groot	groot	groot	groot					
getal	holings	leeg	aantal	aantal										
projekte	geld	leeg	rande	van	paaie	geld	uitdagings	planne	ongelukke					
wat	wat	wat	wat	wat										
oor	in	in												
etlike	baie	baie	dievyf	dievyf	paar	soeveel	die	die	die					
jare	tijdperk	leeg	areas	streke										
versprei	spendeer	leeg	goedgekeur	opgehoop	verwaarloos	afgeskeep	gebruik	besluit	verminder					
is	word	word	word	word										
Dit	dit	dit												
sluit	vereis	bevort	is	behels	behels	moet	is	is	sal					
meer	in	die	die	die										
instandhouding	leeg	herstel	skepping	instandhouding	opknapping	veiligheid	herstel	herstel	opsies					
van	van	van	van	van										
paaie	infastruktuur	infastruktuur												
maar	maar	insluitend	as	en	as	en	en	maar	brue					
ook	wat	ook	nie	ook										
die	die	die	die	leeg	het	wer	die	grootskaal	vergrote					
bou	besteedig	konstruksie	verbetering	kleeinskaalse										
of	van	van												
grootskaalse	leeg	basiese	die	die	herstel	die	plan	die	die					
opknapping	gedeelte	ontwikkeling	ontwikkeling	opgradering										
van	van	van	van	sluit	van	enkonstruksie	van	van	van					
sekere	ons	die	groot	populere										
sleutelpaaie	geboue	geboue												
in	landswyd	landswyd	verjaar	hier	leeg	wees	nie	strukture	verseker					
Die	in	leeg	ook	die										
byvoorbeeld	in	leeg	ni	baden	leeg	inweskaap	byvoorbeeld	byvoorbeeld	verneederd					
gaan	wat	sal	is	sal										
teen	omtrent	omtrent												
n	n	beraamde	n	n	die	die	minste	die	n					
koste	bedrag	leeg	koste	bedrag										
van	van	meeras	van	tot	van	vansowat	van	van	van					
opgeknap	opgeknap	opgegradeer	leeg	opgeknap										
word	en	en												
om	om	insluitend	en	om	en	en	en	om	om					
toegang	nader	leeg	gerief	paaie										
tot	tot	na	tot	tot	tevergemakkelik	tebevoeder	tot	teverky	vorentoe					
en	paaie	een	meer	behuising										
van	met	met												
die	die	die	die	die	die	die	die	die	die					
nuwe	groot	leeg	bekende	huidige										
behuisingsontwikkeling	leeg	leeg	nuwe	sentrum	verkeer	behuising	ontwikkelings	ingang	fasiliteite					
by	te	naby	in	in										
te	te	te												
fasiliteer	beperk	verskaf	kom	verseker	herstel	wees	woon	verskaf	bied					
se	se	se	se	se										
rioolinfrastruktuur	leeg	leeg	rioolsistema	rioolsistema	rioolstelsel	rioolstelsel	leeg	rioolsistema	rioolpype					
is	is	is	is	was										
nie	nie	nie												
uitgebrei	voldoende	voldoende	geskok	gevorderd	geskik	reg	mooklik	reg	goed					
nie	tot	nie	nie	nie										
ondanks	vanaf	asgevolgvan	oor	maar	asgevolgvan	omafvalvan	en	maar	omrede					
die	die	die	die	die										
se	se	se												
omvangryke	belowende	toenemende	populasie	positieve	vinnige	groot	konstrast	populasie	spoedige					
groei	na	stelses	begroting	ontwikkeling										
die	die	die	in	vinnig	die	teakkomodeer	die	leeg	die					
afgelope	afgelope	afgelope	laatste	afgelope										
jaar	jaar	maande												
Die	die	die	die	die	die	die	kaap	kaap	die					
se	se	kaapstad	se	se										
afvalwaterbehandelingsaanlegte	leeg	rioolsisteem	groei	rioolsisteem	rioolstelsel	instandhouding	leeg	munisipaliteit	ekosisteem					
verkeer	is	is	is	was										
onder	die	die												
druk	herstelling	druk	druk	nood	druk	druk	die	druk	druk					
en	want	leeg	dit	wat										
op	op	op	in	op	op	op	op	op	op					
sy	die	sy	sy	sy										
beurt	einde	einde												
bedreig	is	beskadig	is	is	sal	sal	kan	besoedel	verwoes					
dit	dit	leeg	damme	as										
ons	die	diestadse	die	die	sy	ookdie	sy	die	die					
grootste	natuurlike	bestaande	omgewings	grootste										
bate	menslike	menslike												
die	die	die	vir	die	die	leeg	van	die	die					
natuurlike	bedreigde	liggende	kaapse	natuurlike										
omgewing	omgewing	omgewing	hulpbronne	waterbrond	hulpbronne	bronne	leeg	omgewing	habitat					
Dit	dit	dit	dit	dit										
beperk	is	is												
ook	dus	toekomstige	die	die	die	ons	so	ons	die					
ontwikkeling	finansiele	plaaslike	arbeid	ontwikkeling										
en	en	en	in	van	en	goeie	en	in	van					
ekonomiese	natuurlike	verdere	stedelike	menslike										
groei	bystand	bystand												
n	n	n	n	n	n	die	die	n	n					
Bedrag	bedrag	begroting	projek	bedrag										
van	van	van	van	van	van	van	van	van	van					
oor	oor	oor	is	oor										
jaar	jaar	jaar												
is	is	is	is	word	te	sal	sal	word	is					
begroot	genoeg	uitgesit	toegestaan	beskikbaar										
om	vir	om	om	om	om	om	om	tot	om					
van	van	van	van	maal										
die	die	die												
se	se	se	se	se	se	se	se	se	se					
rioolaanlegte	wateraanlegte	rioolstelsel	opgaardamme	rioolaanlegge										
op	op	op	op	op	op	op	op	op	op					
te	te	te	te	te										
knap	knap	knap												
Daar	elektrisiteit	daar	dit	elektrisiteit	daar	dit	dit	dit	daar					
is	was	word	is	is										
n	n	n	wel	n	n	n	n	n	n					
dringende	groot	groot	groot	massiewe										
behoefte	aanvraag	aanvraag												
daaraan	leeg	waargeneem	virdestad	en	leeg	wat	en	leeg	huidiglike					
om	om	gestel	om	om										
die	elektriese	leeg	huidige	om	bestaande	die	hierdie	bestaande	die					
geriewe	elektriese	infrastruktuur	infrastruktuur	infrastruktuur										
op	op	op												
te	te	te	te	te	te	te	te	te	te					
knap	heem	graadeur	knap	knap										
wat	veral	leeg	om	wat	wat	en	leeg	wat	wat					
met	ook	met	dan	met										
die	die	die												
verspreiding	infrastruktuur	infrastruktuur	infrastruktuur	vervaardiging	gebruik	infrastruktuur	die	infrastruktuur	voorsiening					
van	van	van	van	van										
elektrisiteit	krag	leeg	nog	ontwikkeling	elektrisiteit	opwekking	leeg	dienste	elektrisiteit					
verband	in	verband	be	verband										
hou	hou	hou												
byvoorbeeld	soos	leeg	v	soos	asook	en	al	soos	elektriese					
substasies	elektroniese	leeg	kragstasie	kragstasie										
transmissielyne	kragstasies	leeg	leeg	asook	kragstasies	elektriese	leeg	kragstasies	huise					
en	en	en	asook	en										
skakelstasies	paaie	paaie												
gebiede	areas	dele	stappe	substasies	substasies	substasies	van	hiervan	stasies					
is	wat	word	word	is										
vir	leeg	met	nodig	kaapstad	vir	hoofsakelik	leeg	in	met					
die	die	die	die	die										
eerste	spesifieke	spesifieke												
siklus	keer	opknappings	jaar	om	keer	keer	paar	keer	rondte					
op	naderaan	op	op	op										
die	n	die	die	die	die	die	leeg	dringende	die					
voorranglys	begroting	agenda	agenda	lys										
geplaas	geplaas	geplaas												
die	die	die	vansie	die	die	die	kaap	kaap	die					
se	se	kaapstad	se	se										
sakebuurt	midde	leeg	hoofstede	leeg	areas	koeberg	leeg	middelpunt	hammansdorp					
en	en	en	op	en										
Ander	die	die												
gebiede	areas	dele	opknappinge	stubstasies	kragstasies	stubstasies	van	plekke	aanlegte					
sal	was	sal	word	sal										
na	later	na	wel	ook	na	met	gou	na	op					
gelang	dese	aanleiding	voltooing	aanleiding										
van	op	op												
die	die	die	die	die	die	huidige	moet	die	die					
opknappingsprogram	elektrisiteit	raadslit	behoefte	behoefte										
vir	en	leeg	se	die	en	of	se	voldoende	met					
infrastruktuur	kaapstad	infrastruktuur	opknapping	nou										
volg	verskyn	verskyn												
Die	die	die	die	die	die	missing	die	die	die					
opknapping	vervoerdiens	minister	opknap	gebruik										
van	van	van	van	van	van	van	van	van	van					
openbare	leeg	openbare	leeg	publieke										
vervoer	instansies	instansies												
maak	maak	voer	neem	is	vorm	missing	sal	speel	maak					
n	n	reeds	die	n										
groot	groot	groot	groot	groot	groot	groot	groot	groot	groot					
deel	deel	deel	gedeelte	deel										
van	in	in												
vanjaar	suidafrika	suidafrika	diestad	diestad	dievervoer	missing	die	kaapstad	die					
se	vervoerdien	se	se	se										
vyfjaarplan	begroting	op	leeg	uit	uit	uit	uit	uiteensetting	op					
Afgesien	as	deel	grotendeels	sprake										
van	van	van												
n	die	n	die	die	die	missing	die	die	n					
groot	vergekering	leeg	stweige	beskikbare										
belegging	begroting	besteding	spandering	bedrag	toename	bydra	leeg	opname	verlies					
in	vir	in	vir	word										
vervoer	leeg	leeg												
deur	sal	binne	van	in	sal	missing	sal	sal	het					
al	die	leeg	die	die										
drie	die	die	die	die	die	die	leeg	die	die					
regeringsfere	projekte	departemente	stede	stede										
beplan	omdat	omdat												
die	leeg	die	die	die	die	missing	om	kaap	die					
ook	vervoerdien	kaapstad	kaapstad	kaapstad										
om	om	om	om	om	om	insameling	om	genoegsame	om					
geld	n	geld	vervoer	vervoer										
in	leeg	leeg												
van	leeg	van	tespaarvir	van	leeg	missing	te	leeg	die					
die	die	sy	die	die										
besigste	strate	leeg	leeg	verskeie	groot	huidige	leeg	publiek	rottes					
korridors	paaie	gebiede	mainroads	typ										
of	leeg	leeg												
roetes	leeg	strukture	omdit	paaie	om	missing	sal	in	tonnels					
te	te	te	te	te										
bele	spandeer	bestee	vereis	bele	bele	gebruik	bele	verbeter	verseker					
om	deurin	om	om	om										
gereelde	die	leeg												
openbare	leeg	openbare	opknapping	openbare	openbare	missing	die	leeg	publieke					
vervoer	ontwikkeling	vervoer	vervoer	vervoer										
te	te	te	te	te	te	te	te	te	te					
bevorder	voorsien	bevorder	verseker	gebruik										
gedurende	leeg	oor	vervoer	tydens	tydens	missing	sal	leeg	op					
buitespitstye	niewerkende	spitstye	druktyd	aftye										
soos	soos	en	en	asook	en	en	en	en	soos					
naweke	naweke	middae	oggendure	oggendure										
Die	die	die												
aanwysings	toestand	verbetering	opknapping	bou	verbetering	missing	stad	missing	bestempeling					
van	waar	van	om	van										
sekere	gewone	leeg	die	die	ekstra	die	meer	buite	meer					
bane	paaie	bane	roetes	paaie										
as	leeg	is												
openbare-vervoerbane	leeg	snelweg	komdat	paaie	leeg	missing	mens	missing	onweilig					
sal	verder	sal	moet	sal										
toegepas	gebruik	leeg	vervang	beter	gedoen	verbied	verwelken	deel	verseker					
word	word	word	word	word										
om	en	en												
die	die	toeganklike	die	die	die	missing	die	missing	die					
gebruik	bane	toegangklikheid	gebruikers	gebruik										
van	van	van	van	van	van	ensodoende	van	van	meer					
openbare	publieke	openbare	publieke	publieke										
vervoer	infrastruktuur	infrastruktuur												
te	te	te	te	te	te	missing	te	missing	te					
bevorder	verbeter	bevorder	verwettig	bevorder										
en	om	en	en	en	en	met	en	en	en					
die	benutting	die	sodoende	die										
doeltreffendheid	instandhouding	instandhouding												
daarvan	effekties	daarvan	daarvan	daarvan	leeg	missing	sal	missing	daarvan					
te	te	te	te	te										
verbeter	wys	verbeter	verbeter	bewerkstellig	meet	genet	bevorder	bevorder	vergroot					
se	se	se	se	se										
nooddienste	nooddienste	nooddienste												
veral	veral	en	missing	en	en	missing	missing	soos	soos					
sy	die	missing	opgeleide	die										
brandbestryders	polisie	leeg	hoofstad	vervoerstelsel	missing	brandweer	leeg	missing	polisiemag					
speel	is	speel	speel	het										
n	n	n												
kritieke	belangrike	belangrike	missing	groot	belangrike	missing	missing	groot	belangrike					
rol	rol	missing	rol	rol										
in	in	in	in	om	missing	om	in	missing	in					
die	die	die	die	die										
beskerming	redding	redding												
van	van	van	missing	van	van	missing	missing	van	van					
lewens	mense	missing	lewens	infrastruktuur										
sowel	anders	leeg	en	tebevorder	missing	beskerming	leeg	missing	op					
as	as	as	as	as										
die	die	die												
natuurlike	plaaslike	natuurlike	missing	natuurlike	huidige	missing	missing	natuurlike	onmiddelike					
omgewing	samelewing	missing	rampe	omgewing										
														
Die	die	die	die	die	die	plaaslike								
se	se	se	se	is	is	se	se	se	se					
hoofoogmerk	plan	leeg	doelwit	doelwitte	begroting									
soos	wat	wat												
in	deur	deur	in	deur	in									
die	die	die	die	die	die	inter								
uiteengesit	uiteengesit	uiteengesit	uiteengesit	program	program	getal	uiteengesit	uiteengesit	gestipuleer					
is	is	leeg	is	en	probeer									
om	sal	deur												
reele	staats	die	die	die	die									
ekonomiese	te	ekonomiese	leeg	om	om	te								
groei	groei	groei	groeikoers	toeneem	toeneem	redes	groei	groei	groei					
na	van	leeg	na	om	van									
tussen	tot	ongeveer												
en	tot	en	tot	en	punt									
persent	persent	persent	leeg	persent	persent	maande								
per	per	per	per	per	per	per	hierdie	per	per					
jaar	jaar	leeg	akum	jaar	jaar									
te	leeg	opeenvolgend												
verhoog	groei	verhoog	verhoog	verhoog	groei									
Hierdie	die	n	n	die	die	die								
hoer	hoer	verhoogde	getekende	priemere	priemere	leeg	hoer	hoer	spesifieke					
vlak	presentasie	leeg	presentasie	presentasie	reiken									
van	van	van												
ekonomiese	ekonomiese	ekonomiese	ekonomiese	ekonomiese	ekonomiese									
groei	belasting	groei	aktiwiteite	groei	groei	koers								
sal	sal	sal	sal	lae	lae	om	sal	sal	kan					
inkomste	werkskepping	leeg	sa	ons	begroting									
n	n	n												
hupstoot	hupstoot	hupstoot	belegging	hupstoot	hupstoot									
gee	gee	gee	gee	gee	gee	bied								
en	en	en	wat	om	om	leeg	en	deur	wat					
die	die	sal	die	die	die									
regering	ekonomie	land												
in	in	in	in	in	in									
staat	krag	staat	staat	werken	werking	beheer								
stel	stel	stel	stel	stel	stel	stel	stel	stel	stel					
om	om	om	om	om	om									
die	die	die												
hoeveelheid	huidige	regerings	begrote	staatsbegroting	staats									
geld	leeg	geld	geld	inkomste	inkomste	geld								
te	te	te	te	te	te	te	te	te	te					
verhoog	verhoog	tel	verhoog	bepaal	verkry									
wat	wat	wat												
spandeer	gebruik	leeg	gebruik	benodig	gebruik									
word	leeg	word	word	word	word	word								
om	om	om	om	op	op	en	om	op	om					
mense	mense	mense	mense	mense	mense									
se	se	se												
lewens	lewensomstandighede	lewenskwaliteit	lewenstyle	lewens	lewens									
te	te	standaarde	te	te	te	toestand								
verbeter	verbeter	verbeter	verbeter	verbeter	verbeter	verhoog	verbeter	leeg	verbeter					
deur	en	om	asook	byvoorbeeld	asook									
werkloosheid	tenminste	sosialewelstand												
armoede	armoede	armoede	armoede	armoede	armoede									
en	en	en	en	en	en	vitale								
ongelykheid	ongeletterdheid	ongelykheid	toe	vandalisme	vandalisme	behuising	ongelykheid	leeg	kwessies					
aan	aan	weg	aan	aan	aan									
te	te	te												
spreek	spreek	spoor	spreek	verminder	spreek									
Die	die	die	die	die	die	suidafrikaanse								
ekonomie	ekonomie	ekonomie	ekonomie	ekonomie	ekonomie	ekonomie	ekonomie	ekonomie	groei					
het	sal	het	het	het	het									
teen	ongeveer	sedertien												
n	n	leeg	in	n	die									
beraamde	gemiddeld	reeele	presentasie	goeie	stadige	geweldig								
persent	persent	persent	persent	tydperk	tydperk	persent	persent	persent	persent					
in	in	in	in	vanaf	in									
gegroei	die	verbeter												
Toestande	armoede	leeg	sake	dit	werkloosheid									
in	in	in	in	van	van	in								
die	die	die	ons	hierdie	hierdie	die	die	aanburige	die					
land	land	leeg	land	landsekonomie	ekonomie									
tesame	sal	saam												
met	met	leeg	met	met	met									
die	die	die	die	die	die	die								
stadige	stadige	stadige	swak	geldeenheid	geldeenheid	vinnige	huidige	onlangs	algemene					
herstel	groei	leeg	groei	groei	groei									
van	wat	van												
die	die	die	hoer	die	die									
wereldekonomie	ekonomie	rand	ekonomie	ekonomie	ekonomie	infrastrukture								
het	het	het	het	na	na	het	en	tesame	kan					
n	leeg	leeg	tot	heelwat	uitgebreide									
verlangsaming	vermindering	groei												
in	in	van	in	verlaagde	aan									
produksie	groei	ekonomiese	leeg	leeg	leeg	afdanking								
en	en	en	en	faktore	faktore	behaal	het	het	van					
indiensnemingsgroei	leeg	leeg	handel	verspleiding	verskoffing									
tot	tot	tot												
gevolg	effek	gevolg	gevolg	gevolg	gevolg									
gehad	gehad	gehad	leeg	leeg	gehad	beinvloed								
Die	die	die	die	die	die	die	die	die	die					
ekonomie	leeg	leeg	ekonomie	ekonomie	gdp									
sal	sal	het												
na	teen	na	in	teen	na									
verwagting	leeg	mening	gelang	verwagting	verwagting	afloop								
met	teen	met	met	met	met	tot	met	nog	met					
persent	groei	persent	persent	persent	persent									
in	in	sedert												
groei	leeg	styg	stuig	groei	groei									
en	en	en	en	tot	tot	en								
persent	persent	persent	persent	getal	getal	persent	persent	persent	persent					
in	teen	in	in	teen	in									
Verskeie	die	verskeie	verskeie	sulke	belegging									
faktore	leeg	fakture	leeg	besighede	besighede	optrede								
sal	het	sal	kan	in	in	het	het	leeg	kan					
hierdie	die	leeg	hierdie	verskeie	die									
verwagte	leeg	toenemende												
verbetering	groei	verhoging	aanpassings	besluit	groei									
ondersteun	leeg	beinvloed	leeg	ondersteun	ondersteun	leeg								
Besteding	investering	besteding	besteding	munisipaliteit	leeg	leeg	investering	besteding	leeg					
deur	deur	leeg	deur	van	verbeter									
die	die	regerings												
op	vir	se	op	op	aan									
infrastruktuur	energie	indienmening	leeg	en	en	leeg								
na	na	na	na	na	na	leeg	na	na	leeg					
verwagting	sowat	leeg	ongeveer	sowat	nagenoeg									
oor	vir	vir												
die	die	die	oor	die	die									
volgende	volgende	volgende	leeg	volgende	volgende	leeg								
jaar	jaar	jaar	jaar	jaar	jaar	jaar	jaar	jaar	jaar					
behoort	sal	leeg	om	het	om									
vertragings	die	voldoen												
in	in	uit	in	in	aan									
die	die	die	die	die	die	die								
voorsiening	voorsiening	voorsiening	aanbod	verskaffing	verskaffing	dienstewerking	toevoer	opwek	verskaffing					
van	van	leeg	van	vir	van									
elektrisiteit	leeg	behuising												
en	en	te	en	netwerk	vir									
vervoer	leeg	water	water	water	water	water								
te	te	te	te	te	te	te	te	te	vangoedere					
verminder	leeg	leeg	kortwiek	skep	verbeter									
en	leeg	en												
privaat	staats	so	verkeise	meer	sodoende									
beleggings	beleggings	voorsiening	gebruik	einden	eiendom	vullisgate								
aan	aan	aan	aan	aan	om	aan	aan	aan	aan					
te	leeg	te	te	te	te									
moedig	moedig	neem												
terwyl	met	enook	terwyl	met	en									
sterker	permanente	die	die	die	die	die								
indiensnemingsgroei	syfers	indiensnemingsgroei	rentekoerse	partye	partye	leeg	groeikoerse	inkomst	leeg					
huishoudelike	ook	leeg	die	verder	algehele									
besteding	leeg	inkomste												
sal	te	te	sal	te	sal									
ondersteun	vergroot	verbeter	verhoog	word	word	word								
behoort	behoort	behoort	behoort	sal	sal	leeg	missing	het	probeer					
ook	redelik	steeds	om	daarin	daarby									
baat	baat	baat												
te	te	te	te	te	te									
vind	vind	trek	vind	neem	neem	vind								
by	by	met	by	om	om	by	missing	by	by					
verbeterde	verskeie	leeg	vermeerderde	hierdie	die									
uitvoergeleenthede	werkskepping	invoere												
wat	en	veral	wat	opsies	wat									
deur	leeg	waarskynlik	baie	aan	aan	tot								
beter	nuwe	beter	verbeterende	sa	sa	buitelandse	missing	leeg	hierdie					
globale	landbou	leeg	ekonomie	ekonomie	groei									
vooruitsigte	steun	onderhandeling												
geskep	sterker	leeg	gevorm	gerig	gebied									
word	leeg	het	het	word	word	leeg								
Die	die	die	die	missing	die	die	missing	die	hierdie					
oprigting	bou	leeg	aanbreng	wat	toevoeging									
van	van	van												
nuwe	polisse	leeg	nuwe	infrastruktuur	kernkragsentrales									
en	leeg	kragstudies	leeg	u	leeg	geboue								
die	broodnodige	die	die	missing	gebore	beoogde	missing	die	leeg					
opgradering	opgradering	leeg	verbetering	wat	opgradering									
van	van	van												
bestaande	lands	ekonomiese	bestaande	bestaande	munisipale									
infrastruktuur	leeg	kragopwekking	leeg	leeg	leeg	besighede								
wat	asook	wat	wat	missing	die	sal	missing	tesame	kan					
die	insluit	leeg	die	die	vinniger									
uitbreiding	projekte	toestand												
van	van	van	van	van	van									
elektrisiteitsvoorsiening	leeg	elektrisiteit	leeg	leeg	leeg	die								
belegging	verbetering	belegging	belegging	missing	die	leeg	missing	sal	en					
in	in	leeg	in	in	in									
geintegreerde	die	huidige												
openbare	lands	leeg	publieke	elektrisiteit	openbare									
vervoer	leeg	van	leeg	leeg	leeg	toelating								
netwerke	voorsiening	netwerke	sisteme	missing	die	leeg	missing	leeg	verbeter					
en	en	leeg	asook	het	en									
die	die	riool												
rehabilitasie	groei	ekonomie	opgradering	projekte	leeg									
van	van	kragstudies	van	leeg	leeg	sentrums								
die	die	die	die	missing	kan	die	missing	leeg	die					
land	land	leeg	land	land	land									
groot	se	leeg	groot	grootste	leeg									
wateroordragskemas	leeg	van	leeg	leeg	leeg	provinsies								
insluit	plaaslik	inluit	gesteun	missing	opwekkende	leeg	missing	die	leeg					
is	dis	leeg	is	dis	is									
die	die	die												
middelpunt	rede	rede	fokus	rede	redes									
waarom	van	begroting	leeg	leeg	leeg	van								
die	die	die	die	missing	mark	die	missing	die	die					
regering	regering	leeg	regering	regering	ontwikkelingsplan									
se	om	se												
beplanning	sake	ekonomie	raamwerk	wiele	leeg									
draai	leeg	uit	leeg	leeg	leeg	vereiste								
sal	sal	kan	sal	missing	kan	sal	missing	sal	kan					
ook	baie	moet	slegs	baie	aansienlike									
voordeel	voordeel	voordeel												
trek	trek	vind	kry	van	trek									
uit	uit	uit	uit	deurdie	deur	uit								
die	die	die	die	missing	opwekkende	leeg	missing	die	die					
aktiewe	groot	leeg	leeg	ekonomiese	verhoogde									
uitbreiding	deelname	interaksie												
van	van	van	van	sake	van									
handel	leeg	ontwikkeling	leeg	toerisme	toerisme	staat								
en	en	en	s	missing	mark	nyverheid	missing	en	en					
beleggings	landbou	leeg	produksie	produksie	vervoed									
in	op	met												
die	die	die	ander	die	die									
Die	die	die	die	die	die	die								
verwagte	volgehoude	intense	geldenhede	missing	n	missing	missing	missing	huidige					
sterk	ekonomiese	leeg	ekonomiese	van	infrastruktuur									
groei	ekonomie	groei												
in	in	in	in	in	in									
sal	sal	sal	sal	sal	sal	te								
help	help	daar	help	missing	grooterol	missing	missing	missing	poog					
om	om	om	om	om	om									
se	se	se												
ekonomiese	finansiele	hulle	leeg	finansiele	ekonomiese									
vooruitsigte	groei	groei	groei	ontwikkeling	ontwikkeling	groei								
oor	oor	om	oor	missing	plan	missing	missing	missing	in					
die	die	die	die	die	die									
volgende	volgende	volgende												
jaar	jaar	jaar	jaar	jaar	jaar									
te	te	te	te	te	te	te								
verbeter	verbeter	verbeter	verbeter	missing	uitbrei	missing	missing	missing	verbeter					
Die	die	die	die	die	die									
regering	infrastruktuur	land												
sal	sal	sal	kan	sal	sal									
dus	ook	daarom	leeg	leeg	leeg	dan								
toenemend	bewustelik	toenemend	tot	missing	moet	missing	missing	missing	leeg					
sy	hulle	en	in	leeg	hul									
beleid	doelwit	aandag												
rig	rond	hernu	rig	hersien	hersien									
om	op	om	leeg	om	om	en								
ekonomiese	beter	die	ekonomiese	missing	nuwe	missing	missing	missing	die					
integrasie	groei	vlakke	deelname	groei	welvaart									
met	in	van												
die	ander	die	ander	die	die									
te	leeg	te	leeg	te	te	kan								
ondersteun	bewerkstellig	ondersteun	verseker	missing	verdeel	missing	missing	missing	beywer					
sal	sal	sal	sal	sal	wat									
bestee	missing	bestee												
word	word	word	word	word	word									
aan	op	aan	aan	aan	aan	vir								
vervaardigingsontwikkelingsaansporings	infrastruktuur	vervaardigingsontwikkelingsaansporings	opvoeding	missing	sa	missing	missing	missing	dievolgende					
vir	van	leeg	aan	vir	aan									
die	missing	nasionale												
ekonomiese	effektieve	leeg	ekonomiese	nywerheids	ekonomiese									
mededinging-	groei	groei	leeg	groei	groei	leeg								
en	n	en	bevorderings	missing	in	missing	missing	missing	leeg					
ondersteuningspakket	leeg	leeg	groei	ook	ontwikkeling									
vir	missing	vir												
besighede	tweeduizend	werkloses	werkskepping	werknemers	leeg									
vir	vir	aan	leeg	sal	sal	vir								
werkskepping	ontwikkeling	werkskepping	behuising	missing	gemeenskappe	missing	missing	missing	leeg					
in	van	en	in	vir	in									
spesiale	missing	die												
ekonomiese	agterstandige	werk	ekonomiese	nywerheids	nywerheids									
sones	omstandighede	omstandighede	leeg	bestee	bestee	gebiede								
														
Elke	elke	elke	elke	elke	elke	elke								
jaar	lede	jaar	jaar	jaar	jaar	jaar	jaar	jaar	jaar	jaar				
moet	moet	kies	moet	moet	moet									
elke	die	die	die	die										
munisipale	regerende	munisipale	munisipale	personeel	regerende	personeel	munisipale	vertegewoordige	onafhankelike	dorps	munisipale	munisipale	munisipale	regerings
n	vergadering	n	n	hul	sy	n	n	n	n	sy				
vyfjaarontwikkelingsplan	plan	leier	voorlegging	plan	plan									
formuleer	voorle	inglee	opstel	voorle										
wat	om	wat	en	met	en	om	wat	voor	wat	wat	wat	wat	wat	en
strategiese	eie	langtermijn	begeerte	termyn	spesifieke	hoof	munisipale	bepaalde	bepaalde	toekomstige				
doelwitte	leeg	plan	planne	aksie	doelwitte									
uiteensit	omvat	bespreek	uitle	uiteensit										
en	om	en	wat	en	om	en	en	of	en	en	om	en	om	om
begroting	aksies	prosedures	manifes	waardes	beleid	onwikkelingsplan	leeg	onwikkelingsplan	visie	planne				
ten	op	tot	se	se	tot									
grondslag	tafel	volle	leeg	blate										
le	le	le	le	gee	leeg	verrig	uitwerk	voorstel	leeg	le	behaal	le	stel	dien
was	is	was	is	is	was	is	is	was	was	is				
die	die	die	die	die	die									
afgelope	laatste	afgelope	afgelope	afgelope										
maande	maande	maande	jaar	jaar	jaar	jaar	jaar	verskikeik	maande	maande	jaar	dae	jaar	jaar
met	met	met	met	met	met	om	met	met	met	met				
n	die	die	n	n	die									
proses	strategie	begroting	saak	hersiening										
van	van	van	van	wat	van	om	om	opwekking	leeg	van	met	van	van	van
en	en	in	en	en	in	in	van	en	rakende	vir				
oorlegpleging	beraming	ontleding	leeg	formulering	saamwerk									
om	om	wat	om	om										
so	vanjaar	so	so	met	sodoende	vir	so	voorstelling	leeg	vinnig	net	nou	so	so
plan	projek	plan	wetsontwerp	ontwikkelingsplan	plan	plan	plan	plan	plan	plan				
te	te	te	leeg	te	te									
ontwikkel	he	behels	benader	formuleer										
wat	leeg	met	wat	wat	en	wat								
ingevolge	met	volgens	volgens	in	volgens	saam	leeg	tepas						
die	van	die	die	die	die	die	leeg	die	die	die				
wet	leeg	idee	leeg	beste	leeg									
as	van	van	as	op										
n	leeg	die	die	onafhankelike	die	die								
bekend	leeg	bekend	bekend	leeg	bekend	wet	bekend	ontwikkel						
staan	maak	staan	staan	staan	staan	maak	stel	staan	staan	maak				
Ons	ons	munisipaleraad	leeg	hulle	hulle									
gaan	gaan	gaan	gaan	gaan										
steeds	leeg	nou	steeds	nou	dus	steeds								
voort	voort	voort	voort	voort	voort	voort	aan	voort						
met	met	met	volgens	met	met	met	met	met	met	met				
die	die	die	leeg	hul	die									
oorlegpleging	plan	plan	plan	beplaning										
Die	leeg	die	die	die	die	die								
kan	sal	kan	kan	is	kan	wat	moet	is						
